iter	TotalF1	MultiClass
904	0.8322822934	0.6566173322
905	0.8317996001	0.6560919167
906	0.8321918629	0.6557766879
907	0.8325917723	0.6552952094
908	0.8327333919	0.6549924525
909	0.8334289318	0.654584289
910	0.8335485543	0.6539837246
911	0.8336524797	0.6533182905
912	0.8345959954	0.6526243506
913	0.834857838	0.6521143277
914	0.834267159	0.6517353719
915	0.8346529698	0.6510635298
916	0.8350966662	0.6506048127
917	0.8353156004	0.6500091487
918	0.8353755088	0.6497003932
919	0.8357888386	0.649226933
920	0.8367944599	0.6485716995
921	0.8363917707	0.6483349847
922	0.836652931	0.6480058753
923	0.8367991727	0.6476976061
924	0.837212725	0.647343844
925	0.8377337912	0.6470383561
926	0.8381721239	0.6465798411
927	0.8382485073	0.6459121891
928	0.8379093242	0.6455943984
929	0.8381917058	0.6453328768
930	0.8385088423	0.6450198394
931	0.8391500867	0.6443514249
932	0.8389640893	0.6438082887
933	0.8391056362	0.6435785637
934	0.8395791066	0.6429204072
935	0.8393598946	0.6423821723
936	0.8400278613	0.6419453707
937	0.8399139882	0.6415213502
938	0.84033872	0.6410887887
939	0.8405386479	0.6408124991
940	0.8405943355	0.6404170975
941	0.8406374929	0.6399024298
942	0.840914293	0.6396828197
943	0.8415476971	0.6391689819
944	0.8413934597	0.6384375783
945	0.8421464706	0.6381410382
946	0.8419503639	0.6378873185
947	0.8420997336	0.6375546339
948	0.8422328106	0.6372058924
949	0.8424050758	0.6366050687
950	0.8426727617	0.6363762785
951	0.8431269647	0.6358187972
952	0.8438509772	0.6352310145
953	0.8443047114	0.6346649249
954	0.8439191559	0.6342638063
955	0.8445110865	0.6339758917
956	0.8443915136	0.6335847986
957	0.8446469873	0.6331464945
958	0.8454448308	0.6325143858
959	0.8452576045	0.6323176353
960	0.845181163	0.6319808115
961	0.8453116954	0.6317370298
962	0.8452914013	0.6314638939
963	0.8455621977	0.6308139177
964	0.8457628503	0.6302584311
965	0.8469355704	0.6296685185
966	0.8473869962	0.6290422787
967	0.8487947496	0.6282104608
968	0.8487164822	0.6278836209
969	0.848856743	0.6274681194
970	0.8493133559	0.6270018381
971	0.8497092963	0.6263010946
972	0.8497711047	0.6259731629
973	0.8498599029	0.625441366
974	0.8503216628	0.6253166186
975	0.8505872409	0.625025432
976	0.8506547204	0.6247062032
977	0.8517420334	0.623980442
978	0.85178426	0.6235011593
979	0.852660692	0.6228855101
980	0.8525149084	0.6224769666
981	0.8527941982	0.6221170357
982	0.8531207045	0.6215213657
983	0.8527802241	0.6211863797
984	0.8529073673	0.6207524054
985	0.8533094579	0.6199259853
986	0.8538221148	0.6191705559
987	0.8541039432	0.6188617858
988	0.8547756495	0.6182345132
989	0.8549926308	0.6178908779
990	0.8547958736	0.6174799887
991	0.8554657219	0.6169433021
992	0.8554028789	0.6166250258
993	0.8555272439	0.6162868103
994	0.8559863191	0.6158208441
995	0.8562495776	0.6153453299
996	0.8562049556	0.6150999749
997	0.8562509401	0.6146359005
998	0.8570626573	0.614300533
999	0.8573855807	0.6138751288
